day,month,year,hour,minute,second,intensity,reactive,voltage,abnormal
16,12,2006,17,24,0,18.4,0.418,234.84,1
16,12,2006,17,25,0,23,0.436,233.63,1
16,12,2006,17,26,0,23,0.498,233.29,1
16,12,2006,17,27,0,23,0.502,233.74,1
16,12,2006,17,28,0,15.8,0.528,235.68,0
16,12,2006,17,29,0,15,0.522,235.02,0
16,12,2006,17,30,0,15.8,0.52,235.09,0
16,12,2006,17,31,0,15.8,0.52,235.22,0
16,12,2006,17,32,0,15.8,0.51,233.99,0
16,12,2006,17,33,0,15.8,0.51,233.86,0
16,12,2006,17,34,0,19.6,0.498,232.86,1
16,12,2006,17,35,0,23.2,0.47,232.78,1
16,12,2006,17,36,0,22.4,0.478,232.99,1
16,12,2006,17,37,0,22.6,0.398,232.91,1
16,12,2006,17,38,0,17.6,0.422,235.24,1
16,12,2006,17,39,0,14.2,0.282,237.14,0
16,12,2006,17,40,0,13.8,0.152,236.73,0
16,12,2006,17,41,0,14.4,0.156,237.06,0
16,12,2006,17,42,0,13.8,0,237.13,0
16,12,2006,17,43,0,16.4,0,235.84,1
16,12,2006,17,44,0,25.4,0,232.69,1
16,12,2006,17,45,0,33.2,0,230.98,1
16,12,2006,17,46,0,30.6,0,232.21,1
16,12,2006,17,47,0,22,0,234.19,1
16,12,2006,17,48,0,19.4,0,234.96,1
16,12,2006,17,49,0,13.6,0,236.66,0
16,12,2006,17,50,0,13.6,0,235.84,0
16,12,2006,17,51,0,13.6,0,235.6,0
16,12,2006,17,52,0,13.8,0,235.49,0
16,12,2006,17,53,0,13.4,0,235.28,0
16,12,2006,17,54,0,11.6,0,235.06,0
16,12,2006,17,55,0,16.4,0.076,234.17,1
16,12,2006,17,56,0,18.4,0.09,233.77,1
16,12,2006,17,57,0,19.2,0,233.62,1
16,12,2006,17,58,0,17.6,0.2,234.68,1
16,12,2006,17,59,0,10.4,0.058,236.94,0
16,12,2006,18,0,0,11.8,0.18,237.52,0
16,12,2006,18,1,0,11,0.144,238.2,0
16,12,2006,18,2,0,11.6,0.118,238.28,0
16,12,2006,18,3,0,16.4,0.108,236.93,1
16,12,2006,18,4,0,21,0.202,235.01,1
16,12,2006,18,5,0,26.2,0.192,232.93,1
16,12,2006,18,6,0,29,0.186,232.12,1
16,12,2006,18,7,0,27.8,0.144,231.85,1
16,12,2006,18,8,0,27,0.116,232.25,1
16,12,2006,18,9,0,19,0.136,234.66,1
16,12,2006,18,10,0,15,0.148,236.2,0
16,12,2006,18,11,0,13.8,0.152,237.07,0
16,12,2006,18,12,0,16.4,0.144,235.78,1
16,12,2006,18,13,0,9.6,0.16,237.43,0
16,12,2006,18,14,0,10,0.158,237.26,0
16,12,2006,18,15,0,21.4,0.1,234.25,1
16,12,2006,18,16,0,19.6,0.076,234.2,1
16,12,2006,18,17,0,17.8,0.082,234.31,1
16,12,2006,18,18,0,19.2,0,233.29,1
16,12,2006,18,19,0,12,0,235.61,0
16,12,2006,18,20,0,12.4,0,235.25,0
16,12,2006,18,21,0,12.4,0,236.04,0
16,12,2006,18,22,0,12.4,0,235.51,0
16,12,2006,18,23,0,12.4,0,235.68,0
16,12,2006,18,24,0,15.2,0,235.2,0
16,12,2006,18,25,0,20.8,0,233.74,1
16,12,2006,18,26,0,20.8,0,233.84,1
16,12,2006,18,27,0,20.8,0,233.79,1
16,12,2006,18,28,0,13.8,0,235.5,0
16,12,2006,18,29,0,12.4,0,235.84,0
16,12,2006,18,30,0,12.4,0,236.15,0
16,12,2006,18,31,0,12.4,0.05,235.81,0
16,12,2006,18,32,0,11,0.052,235.41,0
16,12,2006,18,33,0,11.6,0.162,234.82,0
16,12,2006,18,34,0,15.6,0.086,233.76,0
16,12,2006,18,35,0,26.4,0,232.48,1
16,12,2006,18,36,0,19.4,0,233.54,1
16,12,2006,18,37,0,18.8,0,232.32,1
16,12,2006,18,38,0,13,0.048,234.02,0
16,12,2006,18,39,0,9.8,0.054,234.76,0
16,12,2006,18,40,0,9.6,0.054,234.67,0
16,12,2006,18,41,0,9.6,0.054,235.27,0
16,12,2006,18,42,0,9.6,0.054,235.12,0
16,12,2006,18,43,0,9.2,0.068,235.8,0
16,12,2006,18,44,0,13.2,0.166,234.81,0
16,12,2006,18,45,0,17.8,0.174,234.38,1
16,12,2006,18,46,0,17.8,0.186,234.2,1
16,12,2006,18,47,0,18,0.178,233.98,1
16,12,2006,18,48,0,12,0.188,234.99,0
16,12,2006,18,49,0,10.8,0.088,234.67,0
16,12,2006,18,50,0,10.6,0.08,233.92,0
16,12,2006,18,51,0,1,0.07,233.51,0
16,12,2006,18,52,0,9.8,0,233.44,0
16,12,2006,18,53,0,10.6,0,233.64,0
16,12,2006,18,54,0,18.4,0,232.39,1
16,12,2006,18,55,0,18.2,0.09,232.25,1
16,12,2006,18,56,0,18.2,0.09,232.32,1
16,12,2006,18,57,0,17,0.084,232.79,1
16,12,2006,18,58,0,18,0.09,232.09,1
16,12,2006,18,59,0,18.2,0.09,231.96,1
16,12,2006,19,0,0,17.4,0.088,231.99,1
16,12,2006,19,1,0,15.6,0.09,232.36,0
16,12,2006,19,2,0,14.8,0.09,232.71,0
16,12,2006,19,3,0,14.8,0.09,232.01,0
16,12,2006,19,4,0,14.4,0,232.78,0
16,12,2006,19,5,0,14.6,0.082,233.08,0
16,12,2006,19,6,0,14.4,0.074,233.69,0
16,12,2006,19,7,0,15.4,0.106,234.44,0
16,12,2006,19,8,0,14.8,0.092,234.6,0
16,12,2006,19,9,0,14.4,0.064,235.12,0
16,12,2006,19,11,0,14.4,0,234.19,0
16,12,2006,19,12,0,14.6,0,234.69,0
16,12,2006,19,13,0,14.6,0,234.26,0
16,12,2006,19,14,0,14.4,0,233.3,0
16,12,2006,19,15,0,14.4,0,233.43,0
16,12,2006,19,16,0,14.4,0,233.45,0
16,12,2006,19,17,0,14.4,0,233.91,0
16,12,2006,19,18,0,14.6,0,234.43,0
16,12,2006,19,19,0,14.4,0,234.34,0
16,12,2006,19,20,0,14.6,0.052,234.58,0
16,12,2006,19,21,0,14.2,0,234.02,0
16,12,2006,19,22,0,14,0.046,234.29,0
16,12,2006,19,23,0,14.2,0,234.36,0
16,12,2006,19,24,0,14,0.052,232.64,0
16,12,2006,19,25,0,14.8,0.064,232.96,0
16,12,2006,19,26,0,15.4,0.09,233.47,0
16,12,2006,19,27,0,15.2,0.084,234.98,0
16,12,2006,19,28,0,15.4,0.138,234.34,0
16,12,2006,19,29,0,15.4,0.192,233.92,0
16,12,2006,19,30,0,14.4,0.162,233.94,0
16,12,2006,19,31,0,14.4,0.134,233.72,0
16,12,2006,19,32,0,14.4,0.132,233.2,0
16,12,2006,19,33,0,14.4,0.132,233.1,0
16,12,2006,19,34,0,14.4,0.12,232.29,0
16,12,2006,19,35,0,14,0,232.45,0
16,12,2006,19,36,0,14,0,231.97,0
16,12,2006,19,37,0,14.4,0.13,232.42,0
16,12,2006,19,38,0,14.6,0.16,233.38,0
16,12,2006,19,39,0,14.6,0.158,232.69,0
16,12,2006,19,40,0,14.6,0.158,233.2,0
16,12,2006,19,41,0,14.6,0.158,233.26,0
16,12,2006,19,42,0,14.4,0.156,232.84,0
16,12,2006,19,43,0,14.4,0.154,232.39,0
16,12,2006,19,44,0,14.4,0.154,232.14,0
16,12,2006,19,45,0,14.4,0.152,231.57,0
16,12,2006,19,46,0,14.4,0.152,231.66,0
16,12,2006,19,47,0,14.4,0.154,232.22,0
16,12,2006,19,48,0,14.4,0.156,232.81,0
16,12,2006,19,49,0,14.4,0.16,233.77,0
16,12,2006,19,50,0,14.4,0.156,232.82,0
16,12,2006,19,51,0,14.4,0.158,233.22,0
16,12,2006,19,52,0,14.4,0.156,232.84,0
16,12,2006,19,53,0,13.8,0,232.75,0
16,12,2006,19,54,0,13.8,0.078,232.64,0
16,12,2006,19,55,0,13.8,0.078,232.2,0
16,12,2006,19,56,0,13.8,0.078,232.2,0
16,12,2006,19,57,0,13.8,0.078,232.58,0
16,12,2006,19,58,0,13.8,0.078,232.4,0
16,12,2006,19,59,0,13.8,0.078,232.66,0
16,12,2006,20,0,0,13.8,0.078,232.43,0
16,12,2006,20,1,0,13.8,0.078,233.02,0
16,12,2006,20,2,0,13.8,0.076,232.8,0
16,12,2006,20,3,0,13.8,0.078,232.79,0
16,12,2006,20,4,0,13.6,0.078,231.98,0
16,12,2006,20,5,0,14,0,232.88,0
16,12,2006,20,6,0,14,0,232.52,0
16,12,2006,20,7,0,14,0,232.87,0
16,12,2006,20,8,0,14,0,233.78,0
16,12,2006,20,9,0,14.4,0.08,233.69,0
16,12,2006,20,10,0,14.6,0.144,234.04,0
16,12,2006,20,11,0,14.6,0.142,233.93,0
16,12,2006,20,12,0,14.4,0.14,233.62,0
16,12,2006,20,13,0,14.4,0.14,233.64,0
16,12,2006,20,14,0,14.4,0.14,233.26,0
16,12,2006,20,15,0,14.4,0.086,233.9,0
16,12,2006,20,16,0,14.2,0,233.68,0
16,12,2006,20,17,0,14.2,0,232.83,0
16,12,2006,20,18,0,14.2,0,233,0
16,12,2006,20,19,0,14.2,0,233.08,0
16,12,2006,20,20,0,14.2,0,232.69,0
16,12,2006,20,21,0,14,0,232.91,0
16,12,2006,20,23,0,14,0,232.42,0
16,12,2006,20,24,0,14,0,232.31,0
16,12,2006,20,25,0,13.8,0.052,232.79,0
16,12,2006,20,26,0,13.8,0.078,233.05,0
16,12,2006,20,27,0,13.8,0.076,234.57,0
16,12,2006,20,28,0,13.8,0.076,234.79,0
16,12,2006,20,29,0,13.8,0.076,234.6,0
16,12,2006,20,30,0,13.8,0.076,234.54,0
16,12,2006,20,31,0,13.8,0.076,234.6,0
16,12,2006,20,32,0,13.8,0.076,233.77,0
16,12,2006,20,33,0,13.8,0.078,233.5,0
16,12,2006,20,34,0,13.8,0.078,233.27,0
16,12,2006,20,35,0,13.8,0.078,233.37,0
16,12,2006,20,36,0,13.6,0.078,232.64,0
16,12,2006,20,37,0,13.6,0.08,231.95,0
16,12,2006,20,38,0,13.6,0.08,232.21,0
16,12,2006,20,39,0,13.6,0.078,232.5,0
16,12,2006,20,40,0,13.8,0.078,233.63,0
16,12,2006,20,41,0,13.8,0.074,234.43,0
16,12,2006,20,42,0,14.4,0.05,234.63,0
16,12,2006,20,43,0,14.2,0.048,235.05,0
16,12,2006,20,44,0,14.2,0.048,234.96,0
16,12,2006,20,45,0,14.2,0.05,235.77,0
16,12,2006,20,46,0,14.8,0.146,236.76,0
16,12,2006,20,47,0,14.6,0.146,234.59,0
16,12,2006,20,48,0,14.6,0.148,235.13,0
16,12,2006,20,49,0,14.6,0.146,235.14,0
16,12,2006,20,50,0,14.6,0.15,235.75,0
16,12,2006,20,51,0,14.6,0.15,235.69,0
16,12,2006,20,52,0,14.6,0.154,236.86,0
16,12,2006,20,53,0,14.6,0.152,236.72,0
16,12,2006,20,54,0,14.6,0.15,236.05,0
16,12,2006,20,55,0,8.4,0.17,237.54,0
16,12,2006,20,56,0,9.4,0.102,237.44,0
16,12,2006,20,57,0,14,0,237,0
16,12,2006,20,58,0,13.8,0.074,235.55,0
16,12,2006,20,59,0,14,0.074,236.51,0
16,12,2006,21,0,0,14,0.072,236.76,0
16,12,2006,21,1,0,13.8,0.072,237.11,0
16,12,2006,21,2,0,7.8,0.054,238.72,0
16,12,2006,21,3,0,14,0.07,237.66,0
16,12,2006,21,4,0,14,0.07,238.2,0
16,12,2006,21,5,0,14,0.072,237.46,0
16,12,2006,21,6,0,14,0.072,237.36,0
16,12,2006,21,7,0,12,0.064,238.13,0
16,12,2006,21,8,0,1,0.06,237.74,0
16,12,2006,21,9,0,14,0.07,237.26,0
16,12,2006,21,10,0,14,0.07,237.69,0
16,12,2006,21,11,0,14,0.072,236.44,0
16,12,2006,21,12,0,13.2,0.072,236.23,0
16,12,2006,21,13,0,8.2,0.058,237.7,0
16,12,2006,21,14,0,14.2,0,235.73,0
16,12,2006,21,15,0,14.4,0.052,236.51,0
16,12,2006,21,16,0,14.4,0.054,237.11,0
16,12,2006,21,17,0,14.4,0.054,237.06,0
16,12,2006,21,18,0,8.6,0.074,238.63,0
16,12,2006,21,19,0,14.4,0.056,237.58,0
16,12,2006,21,20,0,14.4,0.054,236.87,0
16,12,2006,21,21,0,14.4,0.056,236.94,0
16,12,2006,21,22,0,11.4,0.068,238.17,0
16,12,2006,21,23,0,12.4,0.062,237.42,0
16,12,2006,21,24,0,14.4,0.054,236.91,0
16,12,2006,21,25,0,14.2,0.052,236.24,0
16,12,2006,21,26,0,12.6,0.06,237.17,0
16,12,2006,21,27,0,8.4,0.112,238.59,0
16,12,2006,21,28,0,14.6,0.144,237.43,0
16,12,2006,21,29,0,14.2,0,237.73,0
16,12,2006,21,30,0,13.8,0,237.2,0
16,12,2006,21,31,0,9,0,238.41,0
16,12,2006,21,32,0,14.2,0,236.6,0
16,12,2006,21,33,0,14.2,0,236.12,0
16,12,2006,21,34,0,14.2,0,236.54,0
16,12,2006,21,35,0,8.6,0,238.48,0
16,12,2006,21,36,0,13.6,0,237.27,0
16,12,2006,21,37,0,14,0,237.06,0
16,12,2006,21,38,0,14,0.072,236.49,0
16,12,2006,21,39,0,13.8,0.072,236.28,0
16,12,2006,21,40,0,10.8,0.064,236.89,0
16,12,2006,21,41,0,11.8,0.046,236.64,0
16,12,2006,21,42,0,14.2,0,236.58,0
16,12,2006,21,43,0,14.2,0,236.83,0
16,12,2006,21,44,0,14.4,0.046,237.75,0
16,12,2006,21,45,0,8.4,0.066,239.69,0
16,12,2006,21,46,0,13.8,0.082,238.95,0
16,12,2006,21,47,0,14.8,0.172,236.46,0
16,12,2006,21,48,0,14.6,0.17,235.98,0
16,12,2006,21,49,0,14.6,0.168,235.85,0
16,12,2006,21,50,0,7.6,0.194,238.19,0
16,12,2006,21,51,0,14.8,0.17,236.28,0
16,12,2006,21,52,0,14.6,0.17,236.4,0
16,12,2006,21,53,0,14.6,0.17,236.46,0
16,12,2006,21,54,0,14.6,0.168,236.28,0
16,12,2006,21,55,0,10.6,0.184,237.33,0
16,12,2006,21,56,0,12.8,0.178,237.09,0
16,12,2006,21,57,0,14.6,0.17,236.39,0
16,12,2006,21,58,0,14.6,0.17,236.75,0
16,12,2006,21,59,0,14.6,0.168,235.73,0
16,12,2006,22,0,0,14.6,0.17,236.03,0
16,12,2006,22,1,0,8.2,0.096,237.68,0
16,12,2006,22,2,0,13.6,0,235.99,0
16,12,2006,22,3,0,14.2,0,236.26,0
16,12,2006,22,4,0,14.2,0,236.03,0
16,12,2006,22,5,0,14.2,0,235.7,0
16,12,2006,22,6,0,13.4,0,236.08,0
16,12,2006,22,7,0,7.4,0.056,237.31,0
16,12,2006,22,8,0,14.2,0,236.14,0
16,12,2006,22,9,0,14.2,0,236.61,0
16,12,2006,22,10,0,14.2,0,236.93,0
16,12,2006,22,11,0,12.4,0,237.97,0
16,12,2006,22,12,0,1,0,238.02,0
16,12,2006,22,13,0,14.2,0,236.06,0
16,12,2006,22,14,0,14,0,234.45,0
16,12,2006,22,15,0,12,0,235.31,0
16,12,2006,22,16,0,9.8,0,237.1,0
16,12,2006,22,17,0,5.6,0.054,238.68,0
16,12,2006,22,18,0,7.8,0,238.76,0
16,12,2006,22,19,0,9.8,0,238.59,0
16,12,2006,22,20,0,1,0.068,238.87,0
16,12,2006,22,21,0,9.2,0.072,238.97,0
16,12,2006,22,22,0,4.6,0.09,239.93,0
16,12,2006,22,23,0,1,0.068,239.05,0
16,12,2006,22,24,0,1,0.066,238.46,0
16,12,2006,22,25,0,1,0.07,239.68,0
16,12,2006,22,26,0,7.6,0.084,240.72,0
16,12,2006,22,27,0,7.2,0.086,240.87,0
16,12,2006,22,28,0,1,0.07,239.71,0
16,12,2006,22,29,0,1,0.072,239.89,0
16,12,2006,22,30,0,1,0.07,239.48,0
16,12,2006,22,31,0,1.6,0.1,241.64,0
16,12,2006,22,32,0,9.6,0.074,240.07,0
16,12,2006,22,33,0,1,0.07,239.77,0
16,12,2006,22,34,0,9.6,0.052,240.05,0
16,12,2006,22,35,0,8.6,0.054,239.75,0
16,12,2006,22,36,0,2.4,0,240.58,0
16,12,2006,22,37,0,9.6,0.06,239.2,0
16,12,2006,22,38,0,9.6,0.06,238.84,0
16,12,2006,22,39,0,9.6,0.062,238.39,0
16,12,2006,22,40,0,9.6,0.064,238.39,0
16,12,2006,22,41,0,2.8,0,241.06,0
16,12,2006,22,42,0,7.8,0.05,240.89,0
16,12,2006,22,43,0,9.6,0.062,239.46,0
16,12,2006,22,44,0,9.6,0.062,239.27,0
16,12,2006,22,45,0,9.6,0.06,239.57,0
16,12,2006,22,46,0,8.4,0.054,239.99,0
16,12,2006,22,47,0,1.2,0,242.04,0
16,12,2006,22,48,0,9.8,0.06,239.89,0
16,12,2006,22,49,0,1,0,239.91,0
16,12,2006,22,50,0,1,0,240.02,0
16,12,2006,22,51,0,1,0,239.97,0
16,12,2006,22,52,0,4.4,0.086,241.27,0
16,12,2006,22,53,0,7.4,0.178,238.64,0
16,12,2006,22,54,0,10.4,0.162,237.47,0
16,12,2006,22,55,0,10.4,0.164,238.05,0
16,12,2006,22,56,0,10.4,0.168,239.03,0
16,12,2006,22,57,0,8.6,0.182,240.28,0
16,12,2006,22,58,0,4,0.2,241.36,0
16,12,2006,22,59,0,10.2,0.094,239.42,0
16,12,2006,23,0,0,1,0.068,238.9,0
16,12,2006,23,1,0,1,0.07,239.13,0
16,12,2006,23,2,0,9.4,0.072,239.37,0
16,12,2006,23,3,0,1.6,0.1,241.58,0
16,12,2006,23,4,0,9.2,0.076,240.11,0
16,12,2006,23,5,0,1,0.068,238.73,0
16,12,2006,23,6,0,1,0.07,239.52,0
16,12,2006,23,7,0,9.6,0,239.74,0
16,12,2006,23,8,0,6.8,0.046,240.96,0
16,12,2006,23,9,0,5.2,0,241.64,0
16,12,2006,23,10,0,9.6,0.06,240.05,0
16,12,2006,23,11,0,9.6,0.06,240.07,0
16,12,2006,23,12,0,9.6,0.06,239.99,0
16,12,2006,23,13,0,9.6,0.06,239.74,0
16,12,2006,23,14,0,6,0,241.17,0
16,12,2006,23,15,0,2.4,0,242.39,0
16,12,2006,23,16,0,9.6,0.06,240.41,0
16,12,2006,23,17,0,9.6,0.06,240.5,0
16,12,2006,23,18,0,9.6,0.06,240.55,0
16,12,2006,23,19,0,8.4,0.052,240.97,0
16,12,2006,23,20,0,6.6,0.046,241.58,0
16,12,2006,23,21,0,9.6,0.06,240.21,0
16,12,2006,23,22,0,9.6,0.06,239.98,0
16,12,2006,23,23,0,8,0.052,240.65,0
16,12,2006,23,24,0,6.6,0,241.68,0
16,12,2006,23,25,0,9.6,0.058,240.7,0
16,12,2006,23,26,0,9.8,0,240.7,0
16,12,2006,23,27,0,10.2,0.072,240.11,0
16,12,2006,23,28,0,2,0.098,241.71,0
16,12,2006,23,29,0,1,0.072,240.13,0
16,12,2006,23,30,0,10.4,0.136,240.24,0
16,12,2006,23,31,0,10.4,0.176,240.53,0
16,12,2006,23,32,0,7.6,0.19,241.36,0
16,12,2006,23,33,0,7.6,0.188,241.02,0
16,12,2006,23,34,0,10.4,0.174,240.06,0
16,12,2006,23,35,0,10.4,0.174,240.09,0
16,12,2006,23,36,0,10.4,0.172,239.49,0
16,12,2006,23,37,0,4.8,0.204,242.16,0
16,12,2006,23,38,0,9.8,0.18,240.95,0
16,12,2006,23,39,0,10.4,0.182,241.74,0
16,12,2006,23,40,0,9.8,0,241.18,0
16,12,2006,23,41,0,2.4,0,243.73,0
16,12,2006,23,42,0,9.8,0.058,241.48,0
16,12,2006,23,43,0,9.6,0.058,241.13,0
16,12,2006,23,44,0,9.6,0.058,240.96,0
16,12,2006,23,45,0,2.4,0,242.94,0
16,12,2006,23,46,0,11,0.062,240.74,0
16,12,2006,23,47,0,10.4,0.06,241.23,0
16,12,2006,23,48,0,10.8,0.058,241.79,0
16,12,2006,23,49,0,5.4,0,241.83,0
16,12,2006,23,50,0,16.6,0.148,238.71,1
16,12,2006,23,51,0,17.6,0.14,237.99,1
16,12,2006,23,52,0,14.8,0,238.89,0
16,12,2006,23,53,0,9.2,0.05,240.26,0
16,12,2006,23,54,0,2.4,0,240.88,0
16,12,2006,23,55,0,6.8,0,240.69,0
16,12,2006,23,56,0,11.4,0.06,239.43,0
16,12,2006,23,57,0,11.4,0.062,239.81,0
16,12,2006,23,58,0,11.4,0.066,241.27,0
16,12,2006,23,59,0,11,0.07,241.63,0
17,12,2006,0,0,0,4.4,0.152,242.73,0
17,12,2006,0,1,0,7.4,0.22,242.2,0
17,12,2006,0,2,0,12.6,0.194,240.14,0
17,12,2006,0,3,0,12.4,0.194,239.97,0
17,12,2006,0,4,0,11.8,0.198,240.39,0
17,12,2006,0,5,0,11.8,0.198,240.59,0
17,12,2006,0,6,0,11.8,0.202,241.14,0
17,12,2006,0,7,0,10.8,0.208,241.62,0
17,12,2006,0,8,0,3,0.244,243.75,0
17,12,2006,0,9,0,4.8,0.334,242.09,0
17,12,2006,0,10,0,10.8,0.298,239.45,0
17,12,2006,0,11,0,10.8,0.296,239.44,0
17,12,2006,0,12,0,10.8,0.286,238.71,0
17,12,2006,0,13,0,10.6,0.278,236.95,0
17,12,2006,0,14,0,10.4,0.194,237.55,0
17,12,2006,0,15,0,8,0.166,238.48,0
17,12,2006,0,16,0,1.8,0.184,239.79,0
17,12,2006,0,17,0,4.6,0.178,239.47,0
17,12,2006,0,18,0,10.2,0.12,238.51,0
17,12,2006,0,19,0,1,0.056,239.03,0
17,12,2006,0,20,0,9.8,0,238.37,0
17,12,2006,0,21,0,9.6,0.062,238.38,0
17,12,2006,0,22,0,1.2,0,240.56,0
17,12,2006,0,23,0,4.6,0,239.84,0
17,12,2006,0,24,0,9.6,0.06,239.11,0
17,12,2006,0,25,0,9.6,0.058,239.99,0
17,12,2006,0,26,0,9.8,0.058,240.64,0
17,12,2006,0,27,0,9.6,0.06,239.45,0
17,12,2006,0,28,0,9.8,0.056,241.4,0
17,12,2006,0,29,0,4,0,243.68,0
17,12,2006,0,30,0,1.2,0,244.03,0
17,12,2006,0,31,0,8.8,0.05,242.07,0
17,12,2006,0,32,0,9.8,0.056,241.86,0
17,12,2006,0,33,0,9.8,0.056,241.7,0
17,12,2006,0,34,0,1,0,240,0
17,12,2006,0,35,0,5.6,0.094,242,0
17,12,2006,0,36,0,1.6,0.104,242.58,0
17,12,2006,0,37,0,7.4,0.09,242.3,0
17,12,2006,0,38,0,10.2,0.078,241.86,0
17,12,2006,0,39,0,10.2,0.074,240.76,0
17,12,2006,0,40,0,10.2,0.078,241.52,0
17,12,2006,0,41,0,9,0.084,241.88,0
17,12,2006,0,42,0,1.6,0.108,243.65,0
17,12,2006,0,43,0,5.2,0.098,242.62,0
17,12,2006,0,44,0,10.2,0.076,241.43,0
17,12,2006,0,45,0,10.2,0.076,241.18,0
17,12,2006,0,46,0,1,0.074,240.82,0
17,12,2006,0,47,0,1,0.074,240.78,0
17,12,2006,0,48,0,5.6,0,242.94,0
17,12,2006,0,49,0,1.2,0,243.84,0
17,12,2006,0,50,0,7.2,0,243.11,0
17,12,2006,0,51,0,1,0.048,241.98,0
17,12,2006,0,52,0,1,0.048,242.01,0
17,12,2006,0,53,0,1,0.046,241.38,0
17,12,2006,0,54,0,9.2,0.048,240.91,0
17,12,2006,0,55,0,1.4,0.07,242.13,0
17,12,2006,0,56,0,5.6,0.062,241.5,0
17,12,2006,0,57,0,1,0,240.45,0
17,12,2006,0,58,0,1,0,240.35,0
17,12,2006,0,59,0,1,0,240.65,0
17,12,2006,1,0,0,5.4,0,242.35,0
17,12,2006,1,1,0,1.8,0,243.4,0
17,12,2006,1,2,0,11.4,0.088,240.69,0
17,12,2006,1,3,0,15.6,0.208,239.13,1
17,12,2006,1,4,0,19.6,0.258,238.08,1
17,12,2006,1,5,0,22.4,0.15,237.38,1
17,12,2006,1,6,0,10.4,0.096,241.35,0
17,12,2006,1,7,0,13.6,0.084,240.95,0
17,12,2006,1,8,0,19.6,0.104,239.61,1
17,12,2006,1,9,0,21.8,0.178,239.49,1
17,12,2006,1,10,0,20.2,0.198,239.65,1
17,12,2006,1,11,0,16,0.238,240.39,1
17,12,2006,1,12,0,14.4,0.256,240.31,0
17,12,2006,1,13,0,22,0.214,238.15,1
17,12,2006,1,14,0,22,0.23,237.91,1
17,12,2006,1,15,0,22,0.21,237.44,1
17,12,2006,1,16,0,16.6,0.24,238.52,1
17,12,2006,1,17,0,11.8,0.188,239.55,0
17,12,2006,1,18,0,16.6,0.164,238.27,1
17,12,2006,1,19,0,19.4,0.14,237.37,1
17,12,2006,1,20,0,19.4,0.152,237.17,1
17,12,2006,1,21,0,19.4,0.142,237.92,1
17,12,2006,1,22,0,14.6,0.13,239.82,0
17,12,2006,1,23,0,7.6,0.05,241.18,0
17,12,2006,1,24,0,15,0,239.84,0
17,12,2006,1,26,0,14.8,0,240.29,0
17,12,2006,1,27,0,16.6,0,239.19,1
17,12,2006,1,28,0,1,0,240.8,0
17,12,2006,1,29,0,9,0,241.61,0
17,12,2006,1,30,0,15.2,0,240.11,0
17,12,2006,1,31,0,18.4,0,239.35,1
17,12,2006,1,32,0,18.6,0,240.08,1
17,12,2006,1,33,0,1,0.124,242.07,0
17,12,2006,1,34,0,9.8,0.124,241.54,0
